,epoch,iters,G_lr,D_lr,G_L1,G_GAN,G_total,D_real,D_fake,time
1,9,199,0.00019999999494757503,0.00019999999494757503,0.31296369433403015,1.8128879070281982,64.40562438964844,0.008402449078857899,0.012611735612154007,0 days 00:11:47.338304000
2,9,299,0.00019999999494757503,0.00019999999494757503,0.43743792176246643,3.163729190826416,90.65131378173828,0.0015127380611374974,0.00545434420928359,0 days 00:12:05.418955000
3,9,399,0.00019999999494757503,0.00019999999494757503,0.2707120180130005,3.6297411918640137,57.77214431762695,0.13612577319145203,0.0074531990103423595,0 days 00:12:23.479117000
0,10,99,0.00019999999494757503,0.00019999999494757503,0.39122357964515686,0.11471996456384659,78.35943603515625,8.574364619562402e-05,1.3579462766647339,0 days 00:12:42.653319000
1,10,199,0.00019999999494757503,0.00019999999494757503,0.37866997718811035,3.0302295684814453,78.76422119140625,0.0003789781767409295,0.006750437431037426,0 days 00:13:00.832654000
2,10,299,0.00019999999494757503,0.00019999999494757503,0.30393412709236145,4.019689559936523,64.8065185546875,0.010134467855095863,0.004964685998857021,0 days 00:13:19.008912000
3,10,399,0.00019999999494757503,0.00019999999494757503,0.255025178194046,0.17577609419822693,51.18081283569336,0.03366049751639366,0.3384610712528229,0 days 00:13:37.391491000
0,11,99,0.00019999999494757503,0.00019999999494757503,0.2779865562915802,2.0277702808380127,57.625083923339844,0.45277154445648193,0.1806715577840805,0 days 00:13:56.245209000
1,11,199,0.00019999999494757503,0.00019999999494757503,0.5189465880393982,4.512363910675049,108.30168151855469,0.00010153985931538045,0.007984692230820656,0 days 00:14:14.414562000
2,11,299,0.00019999999494757503,0.00019999999494757503,0.3330092430114746,1.78941810131073,68.39127349853516,0.04854131117463112,0.005941770505160093,0 days 00:14:32.760659000
3,11,399,0.00019999999494757503,0.00019999999494757503,0.3111809194087982,1.9540739059448242,64.19025421142578,0.001154823345132172,0.010453994385898113,0 days 00:14:50.909084000
0,12,99,0.00019999999494757503,0.00019999999494757503,0.43945276737213135,2.1140549182891846,90.00460815429688,0.0006548387464135885,0.06516508013010025,0 days 00:15:09.757059000
1,12,199,0.00019999999494757503,0.00019999999494757503,0.237875297665596,1.6564229726791382,49.23147964477539,0.011392619460821152,0.062294963747262955,0 days 00:15:28.426249000
2,12,299,0.00019999999494757503,0.00019999999494757503,0.3275102376937866,2.484114408493042,67.98616027832031,0.003195167286321521,0.010175407864153385,0 days 00:15:46.548835000
3,12,399,0.00019999999494757503,0.00019999999494757503,0.39536595344543457,1.4389610290527344,80.51214599609375,0.0038559723179787397,0.01536831259727478,0 days 00:16:04.908786000
0,13,99,0.00019999999494757503,0.00019999999494757503,0.32605814933776855,4.196578025817871,69.40821075439453,0.029317963868379593,0.004063603933900595,0 days 00:16:24.124127000
1,13,199,0.00019999999494757503,0.00019999999494757503,0.29415926337242126,1.5270488262176514,60.35890197753906,0.004723349120467901,0.01176823116838932,0 days 00:16:42.910097000
2,13,299,0.00019999999494757503,0.00019999999494757503,0.3220590651035309,2.9266042709350586,67.33841705322266,0.0031292925123125315,0.0015902809100225568,0 days 00:17:00.960255000
3,13,399,0.00019999999494757503,0.00019999999494757503,0.39238086342811584,1.9425225257873535,80.41869354248047,0.04486565664410591,0.010708891786634922,0 days 00:17:19.551739000
0,14,99,0.00019999999494757503,0.00019999999494757503,0.3422868251800537,1.8745405673980713,70.3319091796875,0.005141432397067547,0.035468220710754395,0 days 00:17:38.608604000
1,14,199,0.00019999999494757503,0.00019999999494757503,0.22725069522857666,1.1368982791900635,46.5870361328125,0.3035694360733032,0.017064182087779045,0 days 00:17:56.846888000
2,14,299,0.00019999999494757503,0.00019999999494757503,0.30889278650283813,1.4307124614715576,63.20927047729492,0.00022123497910797596,0.021514415740966797,0 days 00:18:14.900422000
3,14,399,0.00019999999494757503,0.00019999999494757503,0.2547709047794342,3.8774454593658447,54.831626892089844,0.31751981377601624,0.062143296003341675,0 days 00:18:33.172459000
0,15,99,0.00019999999494757503,0.00019999999494757503,0.2774713337421417,0.9828640222549438,56.47713088989258,0.0024757031351327896,0.009895270690321922,0 days 00:18:52.114396000
1,15,199,0.00019999999494757503,0.00019999999494757503,0.367185115814209,0.8708186149597168,74.30784606933594,0.00201622536405921,0.022497763857245445,0 days 00:19:10.534947000
2,15,299,0.00019999999494757503,0.00019999999494757503,0.26931318640708923,1.3161184787750244,55.17875671386719,0.004243751987814903,0.030056381598114967,0 days 00:19:28.798904000
3,15,399,0.00019999999494757503,0.00019999999494757503,0.28386980295181274,1.0793871879577637,57.85334777832031,0.0008728245156817138,0.01828901842236519,0 days 00:19:47.018836000
0,16,99,0.00019999999494757503,0.00019999999494757503,0.3910118043422699,1.0047411918640137,79.20709991455078,0.0007349137449637055,0.02625468745827675,0 days 00:20:06.340375000
1,16,199,0.00019999999494757503,0.00019999999494757503,0.2719549536705017,2.4717512130737305,56.86274337768555,0.10068323463201523,0.014022556133568287,0 days 00:20:24.295138000
2,16,299,0.00019999999494757503,0.00019999999494757503,0.2471415251493454,1.595827579498291,51.02413558959961,0.08586850762367249,0.02643844112753868,0 days 00:20:42.697347000
3,16,399,0.00019999999494757503,0.00019999999494757503,0.36376556754112244,1.4628866910934448,74.21599578857422,0.0005585848120972514,0.007244606968015432,0 days 00:21:01.175868000
0,17,99,0.00019999999494757503,0.00019999999494757503,0.39285513758659363,1.0668576955795288,79.63788604736328,0.0016010911203920841,0.015834705904126167,0 days 00:21:20.168222000
1,17,199,0.00019999999494757503,0.00019999999494757503,0.33248171210289,2.123044967651367,68.61939239501953,0.002067492576315999,0.0035692215897142887,0 days 00:21:38.453585000
2,17,299,0.00019999999494757503,0.00019999999494757503,0.38172534108161926,3.463726043701172,79.80879211425781,0.0015282623935490847,0.003321760566905141,0 days 00:21:56.741892000
3,17,399,0.00019999999494757503,0.00019999999494757503,0.28568366169929504,0.3273656964302063,57.4640998840332,0.00019704029546119273,0.08129726350307465,0 days 00:22:14.773117000
0,18,99,0.00019999999494757503,0.00019999999494757503,0.34067144989967346,0.8176141381263733,68.951904296875,0.0012793715577572584,0.27580317854881287,0 days 00:22:34.037567000
1,18,199,0.00019999999494757503,0.00019999999494757503,0.21883989870548248,1.361309289932251,45.12928771972656,1.934438705444336,0.008108516223728657,0 days 00:22:52.054671000
2,18,299,0.00019999999494757503,0.00019999999494757503,0.23571188747882843,2.080383539199829,49.22275924682617,0.0515342652797699,0.016092535108327866,0 days 00:23:10.339426000
3,18,399,0.00019999999494757503,0.00019999999494757503,0.2857717275619507,2.8242897987365723,59.9786376953125,0.012052028439939022,0.0016345918411388993,0 days 00:23:28.519200000
0,19,99,0.00019999999494757503,0.00019999999494757503,0.2687816917896271,0.79982990026474,54.55617141723633,0.01231942418962717,0.04045866057276726,0 days 00:23:47.572574000
1,19,199,0.00019999999494757503,0.00019999999494757503,0.34078964591026306,3.1303749084472656,71.28829956054688,0.003915720619261265,0.0014011359307914972,0 days 00:24:05.660086000
2,19,299,0.00019999999494757503,0.00019999999494757503,0.34005650877952576,2.962740659713745,70.97403717041016,0.00014602601004298776,0.0022057651076465845,0 days 00:24:23.808498000
3,19,399,0.00019999999494757503,0.00019999999494757503,0.3335477411746979,1.6795530319213867,68.38909912109375,0.0016599769005551934,0.003186366753652692,0 days 00:24:42.502705000
0,20,99,0.00019999999494757503,0.00019999999494757503,0.5498449802398682,2.6611039638519287,112.63009643554688,1.2067322131770197e-05,0.003922095522284508,0 days 00:25:01.418742000
1,20,199,0.00019999999494757503,0.00019999999494757503,0.39917516708374023,1.6201305389404297,81.45516967773438,0.00017039406520780176,0.024906912818551064,0 days 00:25:20.127778000
2,20,299,0.00019999999494757503,0.00019999999494757503,0.28273212909698486,1.6047650575637817,58.15119171142578,0.009609145112335682,0.009619119577109814,0 days 00:25:38.194845000
3,20,399,0.00019999999494757503,0.00019999999494757503,0.259469598531723,3.8502769470214844,55.744197845458984,0.037042390555143356,0.003895669709891081,0 days 00:25:56.074739000
0,21,99,0.00019999999494757503,0.00019999999494757503,0.32893136143684387,3.036503314971924,68.8227767944336,0.0063909986056387424,0.004305990878492594,0 days 00:26:14.992775000
1,21,199,0.00019999999494757503,0.00019999999494757503,0.4033375084400177,2.776820182800293,83.44432067871094,0.00020942126866430044,0.0013614664785563946,0 days 00:26:33.180702000
2,21,299,0.00019999999494757503,0.00019999999494757503,0.3628937304019928,0.5510020852088928,73.12974548339844,0.0004556448548100889,0.15391457080841064,0 days 00:26:51.567708000
3,21,399,0.00019999999494757503,0.00019999999494757503,0.25540634989738464,0.9614443778991699,52.0427131652832,0.004032549913972616,0.10656791180372238,0 days 00:27:09.947124000
0,22,99,0.00019999999494757503,0.00019999999494757503,0.25699925422668457,2.3670730590820312,53.76692199707031,0.10520989447832108,0.004103981424123049,0 days 00:27:29.233749000
1,22,199,0.00019999999494757503,0.00019999999494757503,0.37789154052734375,1.1426959037780762,76.72100067138672,8.266089571407065e-05,0.0028936343733221292,0 days 00:27:47.174862000
2,22,299,0.00019999999494757503,0.00019999999494757503,0.3827934265136719,1.6834005117416382,78.2420883178711,1.037453785102116e-05,0.013287896290421486,0 days 00:28:06.704269000
3,22,399,0.00019999999494757503,0.00019999999494757503,0.3509320318698883,0.8983853459358215,71.08479309082031,0.00047920766519382596,0.0040038698352873325,0 days 00:28:25.427900000
0,23,99,0.00019999999494757503,0.00019999999494757503,0.4742378294467926,0.8896587491035461,95.73722076416016,0.000212632046896033,0.14322635531425476,0 days 00:28:44.228012000
1,23,199,0.00019999999494757503,0.00019999999494757503,0.3036094903945923,2.453723907470703,63.175621032714844,0.00022241119586396962,0.0034932494163513184,0 days 00:29:02.955339000
2,23,299,0.00019999999494757503,0.00019999999494757503,0.42041000723838806,3.6600141525268555,87.74201202392578,0.0006286166608333588,0.0020317286252975464,0 days 00:29:20.781868000
3,23,399,0.00019999999494757503,0.00019999999494757503,0.36498865485191345,1.9087557792663574,74.90648651123047,0.00044173895730637014,0.009410301223397255,0 days 00:29:38.738083000
0,24,99,0.00019999999494757503,0.00019999999494757503,0.28477370738983154,0.8911342620849609,57.84587860107422,0.014890586026012897,0.0059764147736132145,0 days 00:29:57.861190000
1,24,199,0.00019999999494757503,0.00019999999494757503,0.36871886253356934,1.5256555080413818,75.2694320678711,0.03645069897174835,0.003502580104395747,0 days 00:30:16.397997000
2,24,299,0.00019999999494757503,0.00019999999494757503,0.29908642172813416,2.130873441696167,61.948158264160156,0.0015052738599479198,0.0723460391163826,0 days 00:30:34.328649000
3,24,399,0.00019999999494757503,0.00019999999494757503,0.4100576341152191,2.4895267486572266,84.50105285644531,0.00025387905770912766,0.0027470849454402924,0 days 00:30:52.680865000
0,25,99,0.00019999999494757503,0.00019999999494757503,0.4200036823749542,3.2277989387512207,87.2285385131836,0.0002591100346762687,0.0038618023972958326,0 days 00:31:11.960723000
1,25,199,0.00019999999494757503,0.00019999999494757503,0.2352554351091385,3.087445020675659,50.13853073120117,0.031882937997579575,0.004501049406826496,0 days 00:31:30.360611000
2,25,299,0.00019999999494757503,0.00019999999494757503,0.338054895401001,2.5476315021514893,70.15860748291016,0.001046116347424686,0.0006370653863996267,0 days 00:31:48.609039000
3,25,399,0.00019999999494757503,0.00019999999494757503,0.2620074450969696,2.355741024017334,54.75722885131836,0.0016969345742836595,0.004522668197751045,0 days 00:32:07.315047000
0,26,99,0.00019999999494757503,0.00019999999494757503,0.27878761291503906,2.123061418533325,57.880584716796875,0.02032545581459999,0.0039663249626755714,0 days 00:32:26.648828000
1,26,199,0.00019999999494757503,0.00019999999494757503,0.4002145826816559,0.9248629212379456,80.96778106689453,1.144467114500003e-05,0.2511146068572998,0 days 00:32:44.925662000
2,26,299,0.00019999999494757503,0.00019999999494757503,0.2691222131252289,1.2822422981262207,55.106685638427734,0.000923509884160012,0.005984448827803135,0 days 00:33:03.062257000
3,26,399,0.00019999999494757503,0.00019999999494757503,0.25413191318511963,0.5175544023513794,51.343936920166016,0.0016860506730154157,0.021109139546751976,0 days 00:33:21.042880000
0,27,99,0.00019999999494757503,0.00019999999494757503,0.42503103613853455,1.8193050622940063,86.82551574707031,8.097147656371817e-05,0.0003363437717780471,0 days 00:33:40.497053000
1,27,199,0.00019999999494757503,0.00019999999494757503,0.3134995996952057,0.5779469609260559,63.27786636352539,0.0476292222738266,0.03366025909781456,0 days 00:33:58.716348000
2,27,299,0.00019999999494757503,0.00019999999494757503,0.318152517080307,1.1447359323501587,64.77523803710938,0.00018797417578753084,0.0008711681584827602,0 days 00:34:16.640661000
3,27,399,0.00019999999494757503,0.00019999999494757503,0.2713910639286041,0.854651689529419,55.13286590576172,0.08544667810201645,0.006349928677082062,0 days 00:34:35.027323000
0,28,99,0.00019999999494757503,0.00019999999494757503,0.25104594230651855,0.2649810016155243,50.47417068481445,0.00027191382832825184,0.2955935597419739,0 days 00:34:54.670778000
1,28,199,0.00019999999494757503,0.00019999999494757503,0.27702489495277405,1.5559980869293213,56.96097946166992,0.0010170084424316883,0.0011677072616294026,0 days 00:35:12.654661000
2,28,299,0.00019999999494757503,0.00019999999494757503,0.31708720326423645,1.26614248752594,64.68358612060547,0.010875634849071503,0.0046877493150532246,0 days 00:35:30.783278000
3,28,399,0.00019999999494757503,0.00019999999494757503,0.463738352060318,1.8329565525054932,94.58062744140625,1.5934025213937275e-05,0.01435867976397276,0 days 00:35:48.814984000
0,29,99,0.00019999999494757503,0.00019999999494757503,0.26826778054237366,1.6123555898666382,55.26591110229492,0.0003102332993876189,0.00974495243281126,0 days 00:36:07.792681000
1,29,199,0.00019999999494757503,0.00019999999494757503,0.30605122447013855,1.0195963382720947,62.22983932495117,0.0002562914160080254,0.0014677365543320775,0 days 00:36:26.612086000
2,29,299,0.00019999999494757503,0.00019999999494757503,0.34040069580078125,0.544429361820221,68.62456512451172,7.728286436758935e-05,0.6423261165618896,0 days 00:36:44.511966000
3,29,399,0.00019999999494757503,0.00019999999494757503,0.3051778972148895,3.056391716003418,64.09197235107422,6.544739153468981e-05,0.000984873273409903,0 days 00:37:02.690908000
0,30,99,0.00019999999494757503,0.00019999999494757503,0.3461398184299469,2.4253482818603516,71.65331268310547,2.9207280022092164e-05,0.00042581604793667793,0 days 00:37:21.768273000
1,30,199,0.00019999999494757503,0.00019999999494757503,0.35806432366371155,1.621868371963501,73.23473358154297,0.0001326944911852479,0.046084579080343246,0 days 00:37:40.308764000
2,30,299,0.00019999999494757503,0.00019999999494757503,0.393139511346817,1.041800856590271,79.6697006225586,7.093675321812043e-06,0.007090733852237463,0 days 00:37:58.335727000
3,30,399,0.00019999999494757503,0.00019999999494757503,0.29592207074165344,2.3137362003326416,61.49814987182617,0.1415078043937683,0.0036838394589722157,0 days 00:38:16.431986000
0,31,99,0.00019999999494757503,0.00019999999494757503,0.23793648183345795,1.6998902559280396,49.28718566894531,1.1215198040008545,0.024204999208450317,0 days 00:38:35.560290000
1,31,199,0.00019999999494757503,0.00019999999494757503,0.2874857485294342,1.0374703407287598,58.53462219238281,8.16606407170184e-05,0.05218176171183586,0 days 00:38:53.661675000
2,31,299,0.00019999999494757503,0.00019999999494757503,0.28221380710601807,1.5751750469207764,58.01793670654297,0.0026114562060683966,0.0005003648111596704,0 days 00:39:11.647242000
3,31,399,0.00019999999494757503,0.00019999999494757503,0.2552783489227295,2.793518543243408,53.84918975830078,0.02100195363163948,0.0008259972091764212,0 days 00:39:29.588741000
0,32,99,0.00019999999494757503,0.00019999999494757503,0.30798858404159546,1.327894926071167,62.92561340332031,0.000726489641238004,0.0007874271832406521,0 days 00:39:48.936030000
1,32,199,0.00019999999494757503,0.00019999999494757503,0.3316691219806671,0.6029880046844482,66.93681335449219,7.580905275972327e-06,0.020084550604224205,0 days 00:40:07.085743000
2,32,299,0.00019999999494757503,0.00019999999494757503,0.33387115597724915,2.1037755012512207,68.87800598144531,1.5618971586227417,0.6317675113677979,0 days 00:40:25.072091000
3,32,399,0.00019999999494757503,0.00019999999494757503,0.18319422006607056,0.8969811797142029,37.535823822021484,0.8537876605987549,0.022877493873238564,0 days 00:40:43.109945000
0,33,99,0.00019999999494757503,0.00019999999494757503,0.34046289324760437,1.197601556777954,69.29017639160156,0.0001777002908056602,0.012452504597604275,0 days 00:41:02.163967000
1,33,199,0.00019999999494757503,0.00019999999494757503,0.2740066349506378,2.046504020690918,56.84783172607422,0.005588923580944538,0.053904443979263306,0 days 00:41:20.352620000
2,33,299,0.00019999999494757503,0.00019999999494757503,0.4506815969944,0.3184903562068939,90.4548110961914,4.530690057436004e-05,0.0021722714882344007,0 days 00:41:38.625194000
3,33,399,0.00019999999494757503,0.00019999999494757503,0.3053509294986725,2.8802707195281982,63.95045852661133,0.0009899238357320428,0.0011224332265555859,0 days 00:41:56.691012000
0,34,99,0.00019999999494757503,0.00019999999494757503,0.2584701478481293,3.1938576698303223,54.88788986206055,0.0019629455637186766,0.0010647181188687682,0 days 00:42:15.614229000
1,34,199,0.00019999999494757503,0.00019999999494757503,0.2080579549074173,0.7501201033592224,42.36170959472656,0.09311852604150772,0.009107253514230251,0 days 00:42:34.533150000
2,34,299,0.00019999999494757503,0.00019999999494757503,0.3389984667301178,2.5847935676574707,70.38448333740234,0.00015605639782734215,0.0025411141104996204,0 days 00:42:52.579778000
3,34,399,0.00019999999494757503,0.00019999999494757503,0.2903524935245514,0.5739203691482544,58.6444206237793,0.0023868887219578028,0.04763523489236832,0 days 00:43:10.696714000
0,35,99,0.00019999999494757503,0.00019999999494757503,0.2327306866645813,1.6926742792129517,48.23881149291992,0.012427903711795807,0.0005591041990555823,0 days 00:43:29.931493000
1,35,199,0.00019999999494757503,0.00019999999494757503,0.30399665236473083,0.5329172611236572,61.33224868774414,8.023172267712653e-05,0.006642133928835392,0 days 00:43:48.462245000
2,35,299,0.00019999999494757503,0.00019999999494757503,0.323839008808136,1.5835819244384766,66.35137939453125,0.00013732604566030204,0.010956617072224617,0 days 00:44:06.708361000
3,35,399,0.00019999999494757503,0.00019999999494757503,0.4229721128940582,1.3128284215927124,85.9072494506836,2.4512663003406487e-05,0.04626285284757614,0 days 00:44:24.819523000
0,36,99,0.00019999999494757503,0.00019999999494757503,0.2820883095264435,2.124685525894165,58.54235076904297,0.000526806281413883,0.0021122912876307964,0 days 00:44:44.097383000
1,36,199,0.00019999999494757503,0.00019999999494757503,0.3525797426700592,1.4734426736831665,71.98938751220703,0.0015811057528480887,0.0016738284612074494,0 days 00:45:02.804959000
2,36,299,0.00019999999494757503,0.00019999999494757503,0.36620521545410156,1.6966750621795654,74.9377212524414,3.6976105093344813e-06,0.001270666834898293,0 days 00:45:20.864833000
3,36,399,0.00019999999494757503,0.00019999999494757503,0.3250066936016083,1.0697033405303955,66.07103729248047,0.004327553790062666,0.017438242211937904,0 days 00:45:39.379281000
0,37,99,0.00019999999494757503,0.00019999999494757503,0.25499171018600464,1.6831176280975342,52.68145751953125,0.0003544775245245546,0.01300642266869545,0 days 00:45:58.535338000
1,37,199,0.00019999999494757503,0.00019999999494757503,0.327367901802063,1.6337902545928955,67.10736846923828,0.0009197636973112822,0.09055490791797638,0 days 00:46:17.218483000
2,37,299,0.00019999999494757503,0.00019999999494757503,0.324979305267334,4.485468864440918,69.48133087158203,0.0016558049246668816,0.0002618738799355924,0 days 00:46:35.230970000
3,37,399,0.00019999999494757503,0.00019999999494757503,0.2770897448062897,2.8175857067108154,58.23553466796875,0.18556088209152222,0.005074496380984783,0 days 00:46:53.665005000
0,38,99,0.00019999999494757503,0.00019999999494757503,0.27917614579200745,0.03681522235274315,55.87204360961914,8.909272764867637e-06,1.300305962562561,0 days 00:47:13.078394000
1,38,199,0.00019999999494757503,0.00019999999494757503,0.18911975622177124,1.1200666427612305,38.94401931762695,0.029053140431642532,0.011225249618291855,0 days 00:47:31.574069000
2,38,299,0.00019999999494757503,0.00019999999494757503,0.26176533102989197,3.183189868927002,55.5362548828125,0.011535033583641052,0.008243028074502945,0 days 00:47:50.334682000
3,38,399,0.00019999999494757503,0.00019999999494757503,0.3991802930831909,2.2780332565307617,82.11408996582031,5.0496884796302766e-05,0.24230751395225525,0 days 00:48:08.202562000
0,39,99,0.00019999999494757503,0.00019999999494757503,0.3788822889328003,1.9432533979415894,77.71971130371094,0.00011679979070322588,0.0008083763532340527,0 days 00:48:27.224243000
1,39,199,0.00019999999494757503,0.00019999999494757503,0.24526619911193848,1.2571117877960205,50.31034851074219,0.02944859489798546,0.00670351879671216,0 days 00:48:45.892372000
2,39,299,0.00019999999494757503,0.00019999999494757503,0.21817763149738312,2.601162910461426,46.23668670654297,0.005652274005115032,0.0002730555715970695,0 days 00:49:03.904766000
3,39,399,0.00019999999494757503,0.00019999999494757503,0.2722320854663849,1.5209351778030396,55.96735382080078,0.0003904644399881363,0.002771219704300165,0 days 00:49:21.925078000
0,40,99,0.00019999999494757503,0.00019999999494757503,0.24908451735973358,1.5254064798355103,51.342308044433594,0.07491415739059448,0.0023685940541327,0 days 00:49:41.355542000
1,40,199,0.00019999999494757503,0.00019999999494757503,0.3432236611843109,3.255880355834961,71.9006118774414,0.0006223266827873886,0.0009585755178704858,0 days 00:49:59.768824000
2,40,299,0.00019999999494757503,0.00019999999494757503,0.26878297328948975,1.8333826065063477,55.5899772644043,0.002077147364616394,0.0010926370741799474,0 days 00:50:17.789517000
3,40,399,0.00019999999494757503,0.00019999999494757503,0.23772573471069336,0.5468685030937195,48.09201431274414,0.0001868166000349447,0.05327931419014931,0 days 00:50:35.657875000
