,epoch,iters,G_lr,D_lr,G_L1,G_GAN,G_total,D_loss,time,random_seed
0,0,100,0.00019999999494757503,0.00019999999494757503,0.29633137583732605,2.424694538116455,32.057830810546875,0.14296066761016846,0 days 00:00:26.932784000,4665
1,0,200,0.00019999999494757503,0.00019999999494757503,0.43692004680633545,0.4638088643550873,44.15581512451172,0.6048251390457153,0 days 00:00:46.132502000,4665
2,0,300,0.00019999999494757503,0.00019999999494757503,0.33917269110679626,2.6745588779449463,36.59183120727539,0.5397931337356567,0 days 00:01:05.371727000,4665
3,0,400,0.00019999999494757503,0.00019999999494757503,0.359964519739151,3.275085926055908,39.27153778076172,0.07313279807567596,0 days 00:01:24.423261000,4665
0,1,100,0.00019999999494757503,0.00019999999494757503,0.35709747672080994,1.266217589378357,36.9759635925293,0.11200278997421265,0 days 00:01:44.389439000,4665
1,1,200,0.00019999999494757503,0.00019999999494757503,0.2732402980327606,2.2933061122894287,29.61733627319336,0.10814960300922394,0 days 00:02:03.453972000,4665
2,1,300,0.00019999999494757503,0.00019999999494757503,0.21450896561145782,3.0151939392089844,24.46609115600586,0.9960623979568481,0 days 00:02:22.623345000,4665
3,1,400,0.00019999999494757503,0.00019999999494757503,0.35929691791534424,1.792272925376892,37.72196578979492,0.4560058116912842,0 days 00:02:41.709299000,4665
0,2,100,0.00019999999494757503,0.00019999999494757503,0.32978740334510803,3.1718556880950928,36.150596618652344,0.1047758087515831,0 days 00:03:01.475305000,4665
1,2,200,0.00019999999494757503,0.00019999999494757503,0.33761799335479736,1.8293572664260864,35.591156005859375,0.48326852917671204,0 days 00:03:20.475516000,4665
2,2,300,0.00019999999494757503,0.00019999999494757503,0.4516057074069977,3.5423834323883057,48.70295715332031,0.060646988451480865,0 days 00:03:39.486640000,4665
3,2,400,0.00019999999494757503,0.00019999999494757503,0.45781266689300537,1.5872787237167358,47.36854553222656,0.23730050027370453,0 days 00:03:58.538866000,4665
0,3,100,0.00019999999494757503,0.00019999999494757503,0.35459983348846436,2.587627410888672,38.047611236572266,0.17831474542617798,0 days 00:04:18.273698000,4665
1,3,200,0.00019999999494757503,0.00019999999494757503,0.2831469178199768,2.795750141143799,31.110441207885742,0.0892941802740097,0 days 00:04:37.277515000,4665
2,3,300,0.00019999999494757503,0.00019999999494757503,0.307085245847702,2.409921407699585,33.118446350097656,0.34921759366989136,0 days 00:04:56.268726000,4665
3,3,400,0.00019999999494757503,0.00019999999494757503,0.263597697019577,0.2844682037830353,26.644237518310547,1.2209738492965698,0 days 00:05:15.296752000,4665
0,4,100,0.00019999999494757503,0.00019999999494757503,0.41464945673942566,2.6825270652770996,44.1474723815918,0.31747615337371826,0 days 00:05:35.098730000,4665
1,4,200,0.00019999999494757503,0.00019999999494757503,0.21690714359283447,1.4213107824325562,23.112024307250977,1.565368890762329,0 days 00:05:54.193454000,4665
2,4,300,0.00019999999494757503,0.00019999999494757503,0.23937253654003143,2.242180109024048,26.179433822631836,0.5389681458473206,0 days 00:06:13.279238000,4665
3,4,400,0.00019999999494757503,0.00019999999494757503,0.39014220237731934,3.948974132537842,42.96319580078125,0.09404784440994263,0 days 00:06:32.331792000,4665
0,5,100,0.00019999999494757503,0.00019999999494757503,0.386054128408432,1.4186933040618896,40.024105072021484,0.13754574954509735,0 days 00:06:52.111522000,4665
1,5,200,0.00019999999494757503,0.00019999999494757503,0.2901826798915863,2.8679192066192627,31.886188507080078,0.20209524035453796,0 days 00:07:11.116298000,4665
2,5,300,0.00019999999494757503,0.00019999999494757503,0.4322417080402374,3.600668430328369,46.8248405456543,0.10151907801628113,0 days 00:07:30.202229000,4665
3,5,400,0.00019999999494757503,0.00019999999494757503,0.3513791561126709,2.551767110824585,37.68968200683594,0.8284755349159241,0 days 00:07:49.377492000,4665
0,6,100,0.00019999999494757503,0.00019999999494757503,0.4080165922641754,2.5828733444213867,43.3845329284668,0.0740373432636261,0 days 00:08:09.061910000,4665
1,6,200,0.00019999999494757503,0.00019999999494757503,0.3394509255886078,1.1992264986038208,35.144317626953125,0.13016407191753387,0 days 00:08:28.143996000,4665
2,6,300,0.00019999999494757503,0.00019999999494757503,0.3761807978153229,1.191874623298645,38.80995559692383,0.423013836145401,0 days 00:08:47.207845000,4665
3,6,400,0.00019999999494757503,0.00019999999494757503,0.3580319583415985,3.85265851020813,39.655853271484375,0.11733046174049377,0 days 00:09:06.290749000,4665
0,7,100,0.00019999999494757503,0.00019999999494757503,0.33344992995262146,0.7650849223136902,34.110076904296875,0.08376830816268921,0 days 00:09:26.096879000,4665
1,7,200,0.00019999999494757503,0.00019999999494757503,0.46120259165763855,2.1295580863952637,48.24981689453125,0.11520560085773468,0 days 00:09:45.130176000,4665
2,7,300,0.00019999999494757503,0.00019999999494757503,0.34196367859840393,2.399798631668091,36.596168518066406,0.08403083682060242,0 days 00:10:04.225802000,4665
3,7,400,0.00019999999494757503,0.00019999999494757503,0.35228070616722107,3.753547191619873,38.98161697387695,0.1047469899058342,0 days 00:10:23.159563000,4665
