,epoch,iters,G_lr,D_lr,G_L1,G_GAN,G_total,D_loss,time,random_seed
1,26,200,0.00019801980198019803,0.00019801980198019803,19.889202117919922,1.8231145143508911,21.712316513061523,0.32310307025909424,0 days 00:52:16.661606000,9678
2,26,300,0.00019801980198019803,0.00019801980198019803,31.570846557617188,1.9795795679092407,33.5504264831543,0.40482065081596375,0 days 00:52:46.181060000,9678
3,26,400,0.00019801980198019803,0.00019801980198019803,30.1671199798584,1.8431379795074463,32.010257720947266,0.302856981754303,0 days 00:53:16.981629000,9678
0,27,100,0.00019801980198019803,0.00019801980198019803,21.615962982177734,0.9488910436630249,22.56485366821289,0.5065639019012451,0 days 00:53:46.558794000,9678
1,27,200,0.00019801980198019803,0.00019801980198019803,22.686100006103516,2.1365177631378174,24.82261848449707,0.21733933687210083,0 days 00:54:14.803098000,9678
2,27,300,0.00019801980198019803,0.00019801980198019803,16.552459716796875,1.6236779689788818,18.176137924194336,0.20845246315002441,0 days 00:54:45.331164000,9678
3,27,400,0.00019801980198019803,0.00019801980198019803,24.920133590698242,2.370149850845337,27.290283203125,0.8465203046798706,0 days 00:55:15.807173000,9678
0,28,100,0.00019801980198019803,0.00019801980198019803,24.14130210876465,1.3884485960006714,25.52975082397461,0.2647148668766022,0 days 00:55:46.397263000,9678
1,28,200,0.00019801980198019803,0.00019801980198019803,26.93602180480957,2.060973644256592,28.99699592590332,0.5050052404403687,0 days 00:56:16.407911000,9678
2,28,300,0.00019801980198019803,0.00019801980198019803,19.969709396362305,1.314109206199646,21.2838191986084,0.19581496715545654,0 days 00:56:46.027202000,9678
3,28,400,0.00019801980198019803,0.00019801980198019803,22.724361419677734,2.5088133811950684,25.23317527770996,0.25673192739486694,0 days 00:57:15.644716000,9678
0,29,100,0.00019801980198019803,0.00019801980198019803,21.90694808959961,1.5197087526321411,23.42665672302246,0.22013476490974426,0 days 00:57:45.216328000,9678
1,29,200,0.00019801980198019803,0.00019801980198019803,27.04631996154785,1.5571465492248535,28.603466033935547,0.24793294072151184,0 days 00:58:14.727147000,9678
2,29,300,0.00019801980198019803,0.00019801980198019803,26.184574127197266,1.7651280164718628,27.9497013092041,0.261192262172699,0 days 00:58:42.487569000,9678
3,29,400,0.00019801980198019803,0.00019801980198019803,21.031606674194336,1.6782116889953613,22.70981788635254,0.2789902091026306,0 days 00:59:12.302090000,9678
0,30,100,0.00019801980198019803,0.00019801980198019803,21.891462326049805,0.973851203918457,22.865314483642578,0.6433128118515015,0 days 00:59:42.586891000,9678
1,30,200,0.00019801980198019803,0.00019801980198019803,23.11496353149414,2.1809773445129395,25.295940399169922,0.2019183337688446,0 days 01:00:12.023783000,9678
2,30,300,0.00019801980198019803,0.00019801980198019803,23.705347061157227,1.7578036785125732,25.463150024414062,0.23814691603183746,0 days 01:00:41.301013000,9678
3,30,400,0.00019801980198019803,0.00019801980198019803,24.55942153930664,1.211257815361023,25.770679473876953,0.5966113805770874,0 days 01:01:10.619605000,9678
0,31,100,0.00019801980198019803,0.00019801980198019803,24.22577667236328,1.4123930931091309,25.63817024230957,0.35609233379364014,0 days 01:01:41.012918000,9678
1,31,200,0.00019801980198019803,0.00019801980198019803,16.72187042236328,1.848706603050232,18.57057762145996,0.28450602293014526,0 days 01:02:09.082488000,9678
2,31,300,0.00019801980198019803,0.00019801980198019803,18.8226318359375,2.1420788764953613,20.964710235595703,0.35535115003585815,0 days 01:02:39.076292000,9678
3,31,400,0.00019801980198019803,0.00019801980198019803,30.738826751708984,2.028770685195923,32.76759719848633,0.3509228229522705,0 days 01:03:08.703629000,9678
0,32,100,0.00019801980198019803,0.00019801980198019803,26.35858917236328,1.0085933208465576,27.3671817779541,0.8942317962646484,0 days 01:03:39.766501000,9678
1,32,200,0.00019801980198019803,0.00019801980198019803,14.571542739868164,2.1084392070770264,16.679981231689453,0.5122690796852112,0 days 01:04:09.801154000,9678
2,32,300,0.00019801980198019803,0.00019801980198019803,15.936629295349121,2.4783873558044434,18.415016174316406,0.2643672525882721,0 days 01:04:39.206608000,9678
3,32,400,0.00019801980198019803,0.00019801980198019803,23.017545700073242,2.1348326206207275,25.15237808227539,0.5767126679420471,0 days 01:05:08.973643000,9678
0,33,100,0.00019801980198019803,0.00019801980198019803,17.745832443237305,1.4777861833572388,19.22361946105957,0.3610328435897827,0 days 01:05:39.412422000,9678
1,33,200,0.00019801980198019803,0.00019801980198019803,17.414600372314453,2.460491180419922,19.875091552734375,0.5699926614761353,0 days 01:06:08.186305000,9678
2,33,300,0.00019801980198019803,0.00019801980198019803,24.985740661621094,1.6906944513320923,26.676435470581055,0.45409753918647766,0 days 01:06:38.017920000,9678
3,33,400,0.00019801980198019803,0.00019801980198019803,30.33306884765625,1.5813907384872437,31.914459228515625,0.35960671305656433,0 days 01:07:08.067844000,9678
0,34,100,0.00019801980198019803,0.00019801980198019803,21.144794464111328,1.9211218357086182,23.065916061401367,0.39335066080093384,0 days 01:07:38.844187000,9678
1,34,200,0.00019801980198019803,0.00019801980198019803,26.802209854125977,2.8463916778564453,29.648601531982422,0.48593786358833313,0 days 01:08:08.324799000,9678
2,34,300,0.00019801980198019803,0.00019801980198019803,24.35835075378418,2.095886707305908,26.45423698425293,0.216775044798851,0 days 01:08:36.198482000,9678
3,34,400,0.00019801980198019803,0.00019801980198019803,20.016260147094727,2.006664514541626,22.022924423217773,0.35796886682510376,0 days 01:09:04.161874000,9678
0,35,100,0.00019801980198019803,0.00019801980198019803,18.883024215698242,1.48731529712677,20.37034034729004,0.06392699480056763,0 days 01:09:34.324013000,9678
1,35,200,0.00019801980198019803,0.00019801980198019803,18.492088317871094,2.568336009979248,21.0604248046875,0.18804800510406494,0 days 01:10:03.944127000,9678
2,35,300,0.00019801980198019803,0.00019801980198019803,25.11635971069336,2.2836952209472656,27.400054931640625,0.33025896549224854,0 days 01:10:33.287501000,9678
3,35,400,0.00019801980198019803,0.00019801980198019803,30.582183837890625,2.276153087615967,32.85833740234375,0.999455988407135,0 days 01:11:02.930967000,9678
0,36,100,0.00019801980198019803,0.00019801980198019803,21.053560256958008,2.887850761413574,23.941410064697266,0.2163589596748352,0 days 01:11:32.516589000,9678
1,36,200,0.00019801980198019803,0.00019801980198019803,27.769264221191406,2.475414752960205,30.244678497314453,0.41821855306625366,0 days 01:12:02.463262000,9678
2,36,300,0.00019801980198019803,0.00019801980198019803,31.0854549407959,1.6611113548278809,32.74656677246094,0.27451008558273315,0 days 01:12:31.912029000,9678
3,36,400,0.00019801980198019803,0.00019801980198019803,21.37881088256836,2.4205236434936523,23.799335479736328,0.4515647292137146,0 days 01:13:00.969972000,9678
0,37,100,0.00019801980198019803,0.00019801980198019803,20.801376342773438,2.2391929626464844,23.040569305419922,0.3057907223701477,0 days 01:13:29.824129000,9678
1,37,200,0.00019801980198019803,0.00019801980198019803,17.166156768798828,1.1721487045288086,18.338306427001953,0.5186678171157837,0 days 01:13:59.765311000,9678
2,37,300,0.00019801980198019803,0.00019801980198019803,20.93337059020996,2.5989933013916016,23.532363891601562,0.3001701235771179,0 days 01:14:29.609149000,9678
3,37,400,0.00019801980198019803,0.00019801980198019803,21.837722778320312,1.329655408859253,23.167377471923828,0.4637356996536255,0 days 01:14:59.480797000,9678
0,38,100,0.00019801980198019803,0.00019801980198019803,27.576080322265625,2.386298656463623,29.962379455566406,0.49657708406448364,0 days 01:15:30.095602000,9678
1,38,200,0.00019801980198019803,0.00019801980198019803,15.722552299499512,1.0428498983383179,16.76540184020996,0.6073877811431885,0 days 01:15:59.458812000,9678
2,38,300,0.00019801980198019803,0.00019801980198019803,24.523029327392578,1.4744333028793335,25.99746322631836,0.42498552799224854,0 days 01:16:28.417742000,9678
3,38,400,0.00019801980198019803,0.00019801980198019803,16.640769958496094,1.6662843227386475,18.30705451965332,0.4537976384162903,0 days 01:16:57.194709000,9678
0,39,100,0.00019801980198019803,0.00019801980198019803,17.685718536376953,2.573685646057129,20.259403228759766,0.4247441291809082,0 days 01:17:28.828308000,9678
1,39,200,0.00019801980198019803,0.00019801980198019803,17.69251251220703,3.185864210128784,20.878376007080078,0.4165058135986328,0 days 01:17:59.048542000,9678
2,39,300,0.00019801980198019803,0.00019801980198019803,22.216867446899414,1.9013423919677734,24.118209838867188,0.30301809310913086,0 days 01:18:27.106265000,9678
3,39,400,0.00019801980198019803,0.00019801980198019803,24.881494522094727,2.2389814853668213,27.12047576904297,0.45707690715789795,0 days 01:18:55.237604000,9678
0,40,100,0.00019801980198019803,0.00019801980198019803,17.385868072509766,2.594053268432617,19.979921340942383,0.24916470050811768,0 days 01:19:29.071719000,9678
1,40,200,0.00019801980198019803,0.00019801980198019803,26.7886962890625,2.1122326850891113,28.900928497314453,0.21220484375953674,0 days 01:20:04.369267000,9678
2,40,300,0.00019801980198019803,0.00019801980198019803,19.960325241088867,1.0888690948486328,21.0491943359375,0.6532821655273438,0 days 01:20:36.116620000,9678
3,40,400,0.00019801980198019803,0.00019801980198019803,22.65406036376953,1.0759878158569336,23.73004913330078,0.4486294984817505,0 days 01:21:07.669090000,9678
0,41,100,0.00019801980198019803,0.00019801980198019803,19.2636661529541,1.4297351837158203,20.693401336669922,0.3668743669986725,0 days 01:21:40.416639000,9678
1,41,200,0.00019801980198019803,0.00019801980198019803,34.33989715576172,1.0696712732315063,35.409568786621094,0.2512061893939972,0 days 01:22:12.127794000,9678
2,41,300,0.00019801980198019803,0.00019801980198019803,22.39335823059082,1.6504638195037842,24.043821334838867,0.19545935094356537,0 days 01:22:42.507270000,9678
3,41,400,0.00019801980198019803,0.00019801980198019803,19.599651336669922,0.9803279638290405,20.579978942871094,0.491443395614624,0 days 01:23:13.978372000,9678
0,42,100,0.00019801980198019803,0.00019801980198019803,21.273218154907227,3.620961904525757,24.894180297851562,1.2965658903121948,0 days 01:23:46.459665000,9678
1,42,200,0.00019801980198019803,0.00019801980198019803,17.336286544799805,2.6311564445495605,19.967443466186523,0.5360956192016602,0 days 01:24:17.860928000,9678
2,42,300,0.00019801980198019803,0.00019801980198019803,20.953031539916992,1.2304441928863525,22.183475494384766,0.3655548095703125,0 days 01:24:49.333259000,9678
3,42,400,0.00019801980198019803,0.00019801980198019803,21.350046157836914,1.1214537620544434,22.471500396728516,0.47460365295410156,0 days 01:25:20.873136000,9678
0,43,100,0.00019801980198019803,0.00019801980198019803,23.65946388244629,1.3444616794586182,25.003925323486328,0.3443391025066376,0 days 01:25:53.728465000,9678
1,43,200,0.00019801980198019803,0.00019801980198019803,16.231433868408203,1.6222279071807861,17.853662490844727,0.534231960773468,0 days 01:26:24.812529000,9678
2,43,300,0.00019801980198019803,0.00019801980198019803,30.912187576293945,1.68142831325531,32.5936164855957,0.39827093482017517,0 days 01:26:54.952094000,9678
3,43,400,0.00019801980198019803,0.00019801980198019803,22.730493545532227,1.1840752363204956,23.914567947387695,0.5384012460708618,0 days 01:27:29.049127000,9678
0,44,100,0.00019801980198019803,0.00019801980198019803,18.915786743164062,1.3226757049560547,20.238462448120117,0.4348888397216797,0 days 01:28:05.644761000,9678
1,44,200,0.00019801980198019803,0.00019801980198019803,20.047088623046875,1.5679712295532227,21.61505889892578,0.27726155519485474,0 days 01:28:41.342895000,9678
2,44,300,0.00019801980198019803,0.00019801980198019803,20.162200927734375,2.086008071899414,22.24820899963379,0.28178277611732483,0 days 01:29:16.152513000,9678
3,44,400,0.00019801980198019803,0.00019801980198019803,26.789077758789062,1.0872902870178223,27.876367568969727,0.6344934105873108,0 days 01:29:50.865040000,9678
0,45,100,0.00019801980198019803,0.00019801980198019803,23.07213592529297,1.5980181694030762,24.670154571533203,0.2493324726819992,0 days 01:30:27.822415000,9678
