,epoch,iters,G_lr,D_lr,G_L1,G_GAN,G_total,D_real,D_fake,time
0,0,100,0.00019999999494757503,0.00019999999494757503,0.2777533233165741,0.6962012648582458,28.471532821655273,0.13765011727809906,0.3095967471599579,0 days 00:00:28.146259000
1,0,200,0.00019999999494757503,0.00019999999494757503,0.32060903310775757,0.5084605813026428,32.56936264038086,0.0204666405916214,0.13419976830482483,0 days 00:00:46.493116000
2,0,300,0.00019999999494757503,0.00019999999494757503,0.3963591158390045,0.4703836739063263,40.106292724609375,0.18557292222976685,0.5000190734863281,0 days 00:01:04.748590000
3,0,400,0.00019999999494757503,0.00019999999494757503,0.29139602184295654,0.06250064074993134,29.202102661132812,0.014111465774476528,0.04743758216500282,0 days 00:01:22.739400000
0,1,100,0.00019999999494757503,0.00019999999494757503,0.43178796768188477,0.21872149407863617,43.397518157958984,0.003437140490859747,0.012140081264078617,0 days 00:01:41.500542000
1,1,200,0.00019999999494757503,0.00019999999494757503,0.35502180457115173,2.2185606956481934,37.720741271972656,0.11376193910837173,0.010902165435254574,0 days 00:01:59.834436000
2,1,300,0.00019999999494757503,0.00019999999494757503,0.32834768295288086,0.494863361120224,33.32963180541992,0.12225916236639023,0.11288636922836304,0 days 00:02:17.683814000
3,1,400,0.00019999999494757503,0.00019999999494757503,0.23164379596710205,0.2132599651813507,23.377639770507812,0.007482446264475584,0.11264359205961227,0 days 00:02:36.014965000
0,2,100,0.00019999999494757503,0.00019999999494757503,0.33799874782562256,0.14497032761573792,33.94484329223633,0.0015903933672234416,0.01111068855971098,0 days 00:02:55.147212000
1,2,200,0.00019999999494757503,0.00019999999494757503,0.31401562690734863,0.059754010289907455,31.461315155029297,0.00041784957284107804,0.006234870292246342,0 days 00:03:13.449939000
2,2,300,0.00019999999494757503,0.00019999999494757503,0.5368547439575195,2.418121576309204,56.10359573364258,0.0033634211868047714,0.022889241576194763,0 days 00:03:31.417293000
3,2,400,0.00019999999494757503,0.00019999999494757503,0.31238019466400146,0.04157461225986481,31.27959442138672,0.0016020183684304357,0.03387643024325371,0 days 00:03:49.881922000
0,3,100,0.00019999999494757503,0.00019999999494757503,0.2659197151660919,0.16152741014957428,26.75349998474121,0.0007223815191537142,0.005921762902289629,0 days 00:04:09.595070000
1,3,200,0.00019999999494757503,0.00019999999494757503,0.40646275877952576,0.3533300459384918,40.999603271484375,0.00017102913989219815,0.00234820693731308,0 days 00:04:27.602385000
2,3,300,0.00019999999494757503,0.00019999999494757503,0.3313629925251007,1.2356982231140137,34.37199783325195,0.017001884058117867,0.051921240985393524,0 days 00:04:46.042361000
3,3,400,0.00019999999494757503,0.00019999999494757503,0.3352172374725342,0.08053046464920044,33.602256774902344,0.0608612559735775,0.013625331223011017,0 days 00:05:04.355909000
0,4,100,0.00019999999494757503,0.00019999999494757503,0.4373761713504791,1.6417880058288574,45.3794059753418,0.011875150725245476,0.004310549236834049,0 days 00:05:23.390461000
1,4,200,0.00019999999494757503,0.00019999999494757503,0.3287666440010071,1.0485022068023682,33.925167083740234,0.000648806628305465,0.002330613089725375,0 days 00:05:41.511619000
2,4,300,0.00019999999494757503,0.00019999999494757503,0.43567144870758057,0.25748589634895325,43.82463073730469,0.0005302043282426894,0.00736585957929492,0 days 00:05:59.502022000
3,4,400,0.00019999999494757503,0.00019999999494757503,0.4573715627193451,0.16128362715244293,45.898441314697266,0.000117490541015286,0.0028003184124827385,0 days 00:06:17.684720000
0,5,100,0.00019999999494757503,0.00019999999494757503,0.3284713327884674,0.20737427473068237,33.054508209228516,0.00019905573572032154,0.004453996196389198,0 days 00:06:36.824558000
1,5,200,0.00019999999494757503,0.00019999999494757503,0.30493029952049255,0.29946333169937134,30.79249382019043,0.00022399249428417534,0.0006712463800795376,0 days 00:06:55.050116000
2,5,300,0.00019999999494757503,0.00019999999494757503,0.3128942549228668,0.013695481233298779,31.303119659423828,0.00020165245223324746,0.002232884056866169,0 days 00:07:13.487233000
3,5,400,0.00019999999494757503,0.00019999999494757503,0.3878307640552521,0.27142927050590515,39.054508209228516,0.001093040220439434,0.008513095788657665,0 days 00:07:31.786063000
0,6,100,0.00019999999494757503,0.00019999999494757503,0.3888726234436035,0.3463348150253296,39.23359680175781,0.36398905515670776,0.03275015205144882,0 days 00:07:50.677007000
1,6,200,0.00019999999494757503,0.00019999999494757503,0.5157532095909119,0.06567031890153885,51.6409912109375,6.937722355360165e-05,0.002186545869335532,0 days 00:08:08.649351000
2,6,300,0.00019999999494757503,0.00019999999494757503,0.2526681125164032,0.11754122376441956,25.38435173034668,0.020703259855508804,0.00152764527592808,0 days 00:08:26.877554000
3,6,400,0.00019999999494757503,0.00019999999494757503,0.4599491059780121,0.2021663635969162,46.197078704833984,0.002078261459246278,0.013247380033135414,0 days 00:08:45.510464000
0,7,100,0.00019999999494757503,0.00019999999494757503,0.19325430691242218,0.1474781185388565,19.47290802001953,0.018070222809910774,0.002330511575564742,0 days 00:09:04.334697000
1,7,200,0.00019999999494757503,0.00019999999494757503,0.2617115080356598,0.24933619797229767,26.420486450195312,0.004323834087699652,0.0033653604332357645,0 days 00:09:22.387285000
2,7,300,0.00019999999494757503,0.00019999999494757503,0.37495318055152893,0.010092122480273247,37.50541305541992,0.00016753425006754696,0.0034948624670505524,0 days 00:09:40.664569000
3,7,400,0.00019999999494757503,0.00019999999494757503,0.2671685516834259,0.02751837857067585,26.744375228881836,0.0004608970193658024,0.007105240132659674,0 days 00:09:59.131573000
